nct_id,final_screening,decision_basis,adjudication_reason,brief_title,study_type,overall_status,start_date,study_first_post_date,registry_last_update_post_date,enrollment,lead_sponsor,interventions,countries,has_results,minimum_age,maximum_age,sex,conditions,flash_triage,flash_confidence,sol_audit
NCT04460963,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Role of Adrenomedullin in Leukemic Endosteal/Vascular Niches,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,2021-06-09,2020-07-08,2026-03-06,72,Gruppo Italiano Malattie EMatologiche dell'Adulto,Adrenomedullin,Italy,False,18 Years,,ALL,Acute Myeloid Leukemia,obvious_exclude,high,
NCT04474366,exclude,recorded_adjudication,Human confirmation: pectoral nerve-block trial for pain after gender-affirming chest surgery; no GAHT research component.,The Effect of Pectoral Blocks on Perioperative Pain in Gender Affirmation Top Surgery,INTERVENTIONAL,COMPLETED,,,2023-07-03,50,,Ropivacaine 0.2% Injectable Solution; Saline (0.9%),,False,18 Years,65 Years,ALL,"Gender Dysphoria; Opioid Use; Pain, Postoperative",human_review,medium,likely_exclude
NCT04478214,exclude,recorded_adjudication,Human confirmation: facial filler/neurotoxin study of gender perception; no GAHT research component.,The Strategic Use of Hyaluronic Acid Fillers and Neurotoxin to Influence Gender Perception in Transgender Individuals,OBSERVATIONAL,COMPLETED,,,2020-07-20,2,,,,False,18 Years,65 Years,ALL,Gender Dysphoria,human_review,medium,likely_exclude
NCT04478760,include,recorded_adjudication,Human confirmation: explicit TGD population on stable GAHT; laboratory reference intervals and GAHT formulation differences are directly studied.,Trans & Non-binary Reference Intervals While on Hormone Therapy Study,OBSERVATIONAL,COMPLETED,2021-04-13,2020-07-21,2025-09-03,250,King's College Hospital NHS Trust,,United Kingdom,False,18 Years,,ALL,Transgender Persons; Hormone Replacement Therapy; Reference Values,likely_include,high,agree_likely_include
NCT04482374,exclude,recorded_adjudication,Human confirmation: puberty-suppression-only study using a GnRH agonist; no explicit estradiol/testosterone GAHT research component.,Puberty Suppression and Cardiometabolic Health,OBSERVATIONAL,RECRUITING,2020-08-10,2020-07-22,2025-06-10,30,"University of Colorado, Denver",,United States,False,9 Years,14 Years,MALE,Transgenderism; Insulin Sensitivity/Resistance; Endothelial Dysfunction; Vascular Stiffness,human_review,medium,likely_exclude
NCT04482920,include,recorded_adjudication,Human confirmation: explicit transgender youth population; renal function is measured before and after testosterone or estradiol GAHT initiation.,Effect of Hormone Therapy on Renal Function,OBSERVATIONAL,COMPLETED,2021-04-15,2020-07-23,2024-05-03,22,"University of Colorado, Denver",p-aminohippurate clearance study; Iohexol infusion,United States,False,17 Years,30 Years,ALL,Transgenderism; Kidney Diseases; Kidney Injury,likely_include,high,agree_likely_include
NCT04491422,include,recorded_adjudication,Human confirmation: explicit transgender population; feminizing hormone therapy is explicitly analyzed as a factor influencing PrEP use/adherence.,Same-Day PrEP Initiation and Sexual Health for Transgender Women,INTERVENTIONAL,COMPLETED,,,2023-10-12,200,,Integrated Next Steps Counseling with Real-Time Drug Level Feedback,,False,14 Years,,MALE,"HIV; PrEP; Transgender Women; Sexually Transmitted Diseases, Bacterial",human_review,medium,likely_include
NCT04508231,include,recorded_adjudication,Human confirmation: explicit TGD population; metabolic and body-composition changes are evaluated after cross-sex hormone treatment.,Metabolic Consequences of Cross-sex Hormonal Treatment,OBSERVATIONAL,UNKNOWN,2020-07-24,2020-08-11,2020-08-11,98,"Central Hospital, Nancy, France",Gender-affirming hormone therapy,France,False,18 Years,,ALL,Gender Dysphoria,likely_include,high,agree_likely_include
NCT04511052,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Probiotics for Enhanced Tissue Carotenoid Status in Premenopausal Women,INTERVENTIONAL,COMPLETED,2021-11-01,2020-08-12,2025-05-11,37,McGill University,Probiotic; Placebo; Carotenoid supplement,Canada,False,30 Years,50 Years,FEMALE,Carotenoid Status; Gut Microbiome; Skin Health,obvious_exclude,high,
NCT04515472,include,recorded_adjudication,Human confirmation: explicit TGD population; glucose metabolism is studied in relation to estrogen/testosterone GAHT exposure.,Effect of Gender Affirming Hormone Therapy on Glucose Metabolism,INTERVENTIONAL,TERMINATED,2020-06-17,2020-08-17,2025-07-20,24,The University of Texas Health Science Center at San Antonio,Botnia Clamp; Withdrawal of Gender Affirming Hormone Therapy (GAHT),United States,False,18 Years,,ALL,Transgender Persons,likely_include,high,agree_likely_include
NCT04524325,include,recorded_adjudication,Human confirmation: explicit transgender men population; blood-pressure physiology is studied in relation to chronic testosterone GAHT.,Mechanisms of Blood Pressure Dysfunction in Transmen Receiving Testosterone,INTERVENTIONAL,WITHDRAWN,2023-01-01,2020-08-24,2022-11-03,0,Yale University,Trans men,,False,18 Years,45 Years,FEMALE,Transgender Men; Blood Pressure; Hyperandrogenism,likely_include,high,agree_likely_include
NCT04531943,include,recorded_adjudication,Human confirmation: explicit transgender women population; rectal immune outcomes are compared before and after feminizing hormone therapy.,Feminizing Hormone Therapy and the Rectal Mucosa Immune Environment in Transgender Women,OBSERVATIONAL,COMPLETED,2020-10-01,2020-08-31,2025-06-17,285,Emory University,Estrogen; Estrogen plus Progesterone,United States,False,18 Years,59 Years,ALL,HIV Prevention,likely_include,high,agree_likely_include
NCT04534881,include,recorded_adjudication,Human confirmation: explicit transgender women population; progesterone is randomized as part of feminizing hormone therapy with hormone and breast outcomes measured.,Effect of Progesterone on Testosterone Concentrations and Breast Development in Transwomen,INTERVENTIONAL,TERMINATED,2020-10-20,2020-09-01,2024-03-19,5,St. Louis University,Progesterone 200 MG; Placebo,United States,True,18 Years,65 Years,MALE,Transgender Persons,likely_include,high,agree_likely_include
NCT04551144,include,recorded_adjudication,"Human confirmation: explicit TGD population; muscle, fat, receptor, and inflammatory changes are measured after testosterone/estradiol treatment.","Effect of Transgender Therapy on Muscle, Fat and Tissue Receptors",OBSERVATIONAL,TERMINATED,2020-10-06,2020-09-16,2024-01-08,4,St. Louis University,testosterone cypionate; Estradiol Valerate,United States,False,18 Years,50 Years,ALL,Gender Incongruence; Transgenderism,likely_include,high,agree_likely_include
NCT04554849,exclude,recorded_adjudication,Human confirmation: demographic and psychosocial transition-pathway study; GAHT is not an explicit research target or analyzed variable.,Demographic Characteristics and Psychosocial Health of Transgender People,OBSERVATIONAL,UNKNOWN,,,2020-09-18,320,,Gender dysphoria psychosocial health,,False,,,ALL,Gender Dysphoria,human_review,medium,likely_exclude
NCT04568096,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Combination of Chemopreventive Agents (All- Trans Retinoic Acid and Tamoxifen) as Potential Treatment for the Lung Complication of COVID-19,INTERVENTIONAL,UNKNOWN,2020-11,2020-09-29,2020-10-26,160,Kafrelsheikh University,Aerosolized All-Trans Retinoic acid plus oral Tamoxifen; Standard treatment,,False,18 Years,80 Years,ALL,the Lung Complication of COVID-19,obvious_exclude,high,
NCT04573127,include,recorded_adjudication,Human confirmation: explicit transgender population; the study objective includes analysis of long-term consequences of cross-sex hormone treatment.,Gender Dysphoria: Epidemiological Data,OBSERVATIONAL,UNKNOWN,,,2020-10-05,320,,descriptive study,,False,,,ALL,Gender Dysphoria,human_review,medium,likely_exclude
NCT04586348,exclude,recorded_adjudication,Human confirmation: the trial evaluates prenatal iodine supplementation and child neurodevelopment in pregnant women; there is no TGD population or GAHT research role.,Prenatal Iodine Supplementation and Early Childhood Neurodevelopment,INTERVENTIONAL,UNKNOWN,2021-01-18,2020-10-14,2024-04-03,794,South Australian Health and Medical Research Institute,Low Iodine Supplement; Standard Iodine Supplement,Australia,False,16 Years,,FEMALE,"Pregnancy Related; Neurodevelopmental Disorders; Nutrition Disorder, Fetal",obvious_exclude,high,agree_obvious_exclude
NCT04590417,include,recorded_adjudication,Human confirmation: explicit transgender women population; bidirectional pharmacokinetic interactions between feminizing hormone therapy and PrEP are directly evaluated.,Assessment of Drug-drug Interactions Between Feminizing Hormone Therapy and Emtricitabine/Tenofovir Alafenamide Concomitantly for Pre-exposure Prophylaxis Among Transgender Women,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,2022-01-24,2020-10-19,2024-11-25,20,Thai Red Cross AIDS Research Centre,"Estradiol valerate 2 mg, cyproterone acetate 25 mg",Thailand,False,18 Years,40 Years,MALE,Drug Interaction,likely_include,high,agree_likely_include
NCT04593680,include,recorded_adjudication,Human confirmation: explicit transgender men population; pharmacokinetic interactions between masculinizing hormone therapy and PrEP are directly evaluated.,Assessment of Drug-drug Interactions Between Masculinizing Hormone Therapy and Antiretroviral Agents Concomitantly for Pre-exposure Prophylaxis Among Transgender Men,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,2022-01-24,2020-10-20,2024-11-25,20,Thai Red Cross AIDS Research Centre,Emtricitabine 200 mg/tenofovir disoproxil fumarate 300 mg (F/TDF) and emtricitabine 200 mg/tenofovir alafenamide 25 mg (F/TAF),Thailand,False,18 Years,40 Years,FEMALE,Drug Interaction,likely_include,high,agree_likely_include
NCT04596592,include,recorded_adjudication,Human confirmation: explicit transgender youth population; cardiometabolic outcomes are measured around estradiol GAHT initiation.,Pubertal Blockade and Estradiol Effects on Cardiometabolic Health for Transitioning Youth,OBSERVATIONAL,RECRUITING,2021-02-15,2020-10-22,2025-06-10,90,"University of Colorado, Denver",,United States,False,13 Years,16 Years,ALL,Transgenderism; Gender Dysphoria; Insulin Sensitivity,likely_include,high,agree_likely_include
NCT04600986,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Repeated Doses of GnRH Agonist as Oocyte Triggering in Antagonist Protocol for Patients With Polycystic Ovary Syndrome,INTERVENTIONAL,COMPLETED,2020-05-30,2020-10-23,2023-02-08,70,Royan Institute,Repeated dose of GnRH agonist,Iran,False,20 Years,40 Years,FEMALE,Polycystic Ovary Syndrome,obvious_exclude,high,
NCT04608695,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Ovarian Needle Puncture for Follicle Activation in IVF Patients With Diminished Ovarian Reserve,INTERVENTIONAL,UNKNOWN,2020-07-01,2020-10-29,2022-09-21,34,Hacettepe University,Ovarian puncture,Turkey (Türkiye),False,,40 Years,FEMALE,Activation of Primordial Follicles,obvious_exclude,high,
NCT04616963,include,recorded_adjudication,Human confirmation: explicit TGD population; PrEP pharmacology is explicitly compared in participants using versus not using GAHT.,Emtricitabine/Tenofovir Alafenamide Switch Study for Transgender Individuals for HIV Pre-exposure Prophylaxis,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,2019-10-24,2020-11-05,2023-05-06,64,"University of California, San Diego",Emtricitabine / Tenofovir Disoproxil Oral Tablet 200/300 mg; Emtricitabine Tenofovir Alafenamide 200/25 mg,United States,False,18 Years,,ALL,Hiv; Hormone Therapy,likely_include,high,agree_likely_include
NCT04708600,exclude,recorded_adjudication,Human confirmation: speech-therapy trial in trans women; hormone therapy is background/eligibility rather than an analyzed GAHT exposure.,Effectiveness of Speech Therapy in Trans Women.,INTERVENTIONAL,COMPLETED,2019-09-01,2021-01-14,2023-12-13,78,University Ghent,Pitch Elevation Therapy; Articulation Resonance Therapy; Sham therapy,Belgium,False,18 Years,70 Years,MALE,Transgenderism; Gender Dysphoria; Speech Therapy; Voice Disorder Due to Transsexualism,human_review,medium,likely_exclude
NCT04733144,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Bioequivalence Study of Prednisolone and Dexamethasone,INTERVENTIONAL,UNKNOWN,2021-03-04,2021-02-01,2022-04-12,24,University Medical Center Groningen,Prednisolone; Dexamethasone,Netherlands,False,18 Years,75 Years,ALL,Healthy Volunteers,obvious_exclude,high,
NCT04736797,include,recorded_adjudication,Human confirmation: explicit TGD population; longitudinal outcomes are measured before and after initiation of gender-affirming hormone therapy.,Transition in Transgender,OBSERVATIONAL,UNKNOWN,2020-11-27,2021-02-03,2021-02-12,200,RWTH Aachen University,,Germany,False,18 Years,55 Years,ALL,Gender Dysphoria,likely_include,high,agree_likely_include
NCT04742491,include,recorded_adjudication,Human confirmation: explicit transgender women population; GAHT is integrated into the PrEP intervention and medical monitoring strategy.,Pre-Exposure Prophylaxis for Transgender Women in the US and South America,INTERVENTIONAL,COMPLETED,2021-03-26,2021-02-08,2025-12-17,304,HIV Prevention Trials Network,Immediate Intervention Arm; Deferred Intervention Arm,Brazil; United States,True,18 Years,,MALE,HIV Prevention,likely_include,high,agree_likely_include
NCT04742816,include,recorded_adjudication,Human confirmation: explicit TGD population; exogenous hormone exposure and concentrations are analyzed with renal biomarkers and PrEP pharmacology.,Renal Effects of Hormones/Biomarkers in Transgender PrEP Recipients,INTERVENTIONAL,COMPLETED,2020-09-17,2021-02-08,2022-03-03,42,"University of California, San Diego",IHX-CL measurements; Iohexol,United States,False,18 Years,100 Years,ALL,Transgender; Renal Function; Hormone Replacement Therapy,likely_include,high,agree_likely_include
NCT04760691,include,recorded_adjudication,Human confirmation: explicit transgender women population; PrEP-GAHT pharmacokinetic and pharmacodynamic interactions are directly investigated.,Pre-Exposure Prophylaxis (PrEP)- Gender Affirming Hormone Therapy (GAHT) Interactions in TGW,INTERVENTIONAL,COMPLETED,2021-03-01,2021-02-18,2026-04-06,13,Johns Hopkins University,Truvada alone; Truvada plus Leuprolide 11.25mg intramuscular injection; Truvada plus Estradiol 1 mg; Truvada plus Estradiol 6 mg; Estradiol 6 mg alone,United States,True,18 Years,,MALE,HIV; Prophylaxis; Transgender,likely_include,high,agree_likely_include
